,f__bootstrap,f__class_weight,f__criterion,f__max_depth,f__max_features,f__min_samples_leaf,f__min_samples_split,f__n_estimators,prec,f1,recall
0,False,,gini,,sqrt,2,10,10,0.7819023729893295,0.2882262569829447,0.17697029702970296
1,False,,gini,50.0,auto,4,10,200,0.9382440953850295,0.27346494171899405,0.16106930693069307
2,True,balanced,gini,50.0,sqrt,2,10,100,0.8798893974065599,0.2756860935873211,0.1650891089108911
3,True,,entropy,50.0,sqrt,2,10,200,0.9397979797979797,0.2554490909802465,0.1491089108910891
4,True,balanced_subsample,entropy,10.0,auto,4,10,10,0.6755898394888578,0.29619601401506335,0.1907920792079208
5,False,balanced,entropy,10.0,sqrt,4,2,100,0.6515879102618883,0.33262093993144665,0.22875247524752473
6,True,balanced,gini,,auto,4,10,100,0.8660846233230133,0.27492836786732094,0.16504950495049506
7,True,balanced_subsample,gini,,sqrt,1,10,50,0.9463888888888888,0.2640631546801039,0.1550891089108911
8,True,balanced,entropy,10.0,sqrt,2,10,10,0.6911274509803922,0.2829326689450408,0.18293069306930693
9,False,,entropy,,auto,2,2,50,0.8994316271963332,0.276828216528858,0.16504950495049506
10,False,balanced_subsample,gini,,sqrt,4,10,200,0.7624040507675939,0.30375447141270684,0.19495049504950496
11,True,balanced_subsample,entropy,,auto,4,2,50,0.8581196581196581,0.26498756455581435,0.15906930693069307
12,True,balanced_subsample,gini,10.0,auto,4,2,100,0.8559971509971509,0.2790847655275221,0.16904950495049506
13,True,,gini,10.0,auto,1,10,100,0.8732227307398933,0.2576164808366772,0.1530891089108911
14,False,balanced,entropy,50.0,auto,2,2,10,0.784461375212224,0.31005640823822644,0.19485148514851486
15,True,balanced_subsample,gini,,auto,2,10,50,0.9091269841269842,0.2681247496507897,0.1590891089108911
16,True,,entropy,10.0,sqrt,2,10,200,0.9397979797979797,0.2554490909802465,0.1491089108910891
17,False,balanced,gini,,auto,2,2,200,0.8491781376518219,0.28352933616091514,0.17304950495049504
18,False,balanced,entropy,10.0,auto,2,10,100,0.6976998491704374,0.32524950305048356,0.2228712871287129
19,False,balanced_subsample,entropy,50.0,sqrt,2,10,100,0.7925641025641026,0.29916152471353574,0.18895049504950495
20,True,,entropy,,auto,4,10,100,0.9664646464646465,0.2593545066934425,0.1511089108910891
21,True,,gini,,auto,1,2,10,0.8708421052631579,0.26993711939052906,0.161029702970297
22,True,balanced_subsample,gini,,sqrt,4,2,50,0.8601067887109076,0.2664287109489786,0.1590891089108911
23,True,balanced,gini,50.0,sqrt,2,10,100,0.8798893974065599,0.2756860935873211,0.1650891089108911
24,False,balanced_subsample,entropy,10.0,auto,1,10,100,0.717736369910283,0.3248862812766641,0.22089108910891092
25,True,,entropy,,sqrt,1,2,200,0.9364473684210527,0.26357889317889316,0.1550891089108911
26,True,,entropy,,sqrt,4,2,10,0.891563025210084,0.2760126579464022,0.16504950495049506
27,True,,entropy,50.0,auto,4,10,100,0.9664646464646465,0.2593545066934425,0.1511089108910891
28,False,,entropy,,sqrt,1,10,50,0.8868282828282827,0.2670921558366347,0.15906930693069307
29,False,balanced,entropy,,sqrt,2,2,100,0.8384055609862063,0.27932815990614823,0.17100990099009902
30,True,balanced,entropy,,auto,2,10,10,0.7479195885928004,0.2776861841201955,0.17297029702970299
31,False,,gini,,auto,2,2,200,0.921140350877193,0.2841791641994129,0.16902970297029704
32,True,balanced,entropy,,auto,4,10,10,0.775084175084175,0.2734208644504158,0.16897029702970295
33,False,balanced,gini,10.0,auto,4,10,10,0.5655599098496519,0.3198327098457611,0.24073267326732672
34,True,balanced_subsample,entropy,,auto,2,10,50,0.8982266099913158,0.2728183443325226,0.16306930693069308
35,True,balanced,entropy,,sqrt,4,10,50,0.8450786448880822,0.28116273962976784,0.17099009900990098
36,False,,gini,10.0,sqrt,2,2,10,0.7253738896680693,0.29259013714681786,0.18495049504950495
37,True,balanced_subsample,entropy,50.0,auto,1,2,10,0.8623737373737373,0.2609756388449763,0.1550891089108911
38,True,balanced,entropy,50.0,auto,1,10,50,0.879604118993135,0.26627727574642923,0.1590891089108911
39,True,balanced,entropy,,sqrt,2,2,100,0.9353594771241831,0.2636210680311207,0.1550891089108911
40,True,,gini,,sqrt,2,2,50,0.9171116196287821,0.25707410795532126,0.1511089108910891
41,True,balanced,entropy,50.0,sqrt,1,2,10,0.8583947368421052,0.25419695557626587,0.15108910891089108
42,True,balanced_subsample,entropy,50.0,sqrt,1,2,200,0.9228701335606706,0.25754420009618817,0.1511089108910891
43,True,,gini,,sqrt,1,2,100,0.9137662337662338,0.2689326381248743,0.15906930693069304
44,False,,entropy,10.0,auto,2,10,100,0.915079365079365,0.262345583713521,0.1550891089108911
45,True,balanced_subsample,entropy,50.0,auto,4,2,10,0.6916693252983576,0.2776781264759493,0.17495049504950497
46,True,balanced,gini,,auto,4,10,10,0.6146073067974596,0.27280652055170934,0.17699009900990098
47,True,balanced,entropy,10.0,auto,2,10,50,0.8453652230122819,0.27249301332036885,0.16506930693069308
48,True,,gini,,sqrt,1,2,10,0.8708421052631579,0.26993711939052906,0.161029702970297
49,True,balanced_subsample,entropy,,auto,1,2,100,0.9448309178743962,0.25837660440685334,0.1511089108910891
50,True,balanced_subsample,entropy,50.0,auto,1,2,50,0.9055326722603609,0.2567397757623521,0.1511089108910891
51,False,,entropy,10.0,auto,2,10,10,0.8357669303321478,0.28396454354235373,0.17300990099009902
52,True,,entropy,10.0,sqrt,4,10,200,0.9521789321789322,0.25584573476361794,0.1491089108910891
53,True,balanced,entropy,,auto,2,10,50,0.8498625775096362,0.272911320406983,0.16506930693069308
54,False,balanced_subsample,gini,50.0,sqrt,4,2,50,0.7450583234043806,0.3150734877721856,0.20491089108910893
55,False,,gini,10.0,sqrt,4,10,50,0.9300847953216372,0.28115207038613815,0.167009900990099
56,False,balanced_subsample,entropy,10.0,auto,1,10,10,0.6027443609022556,0.32846678889551084,0.23469306930693073
57,True,,gini,50.0,sqrt,4,10,50,0.919660380898771,0.2575364250371889,0.15108910891089108
58,True,balanced_subsample,gini,50.0,auto,1,10,10,0.7618915343915343,0.2621144133644134,0.15904950495049502
59,False,,gini,10.0,auto,2,10,200,0.9302730808922759,0.2728971997835101,0.16106930693069307
60,True,balanced,gini,10.0,auto,1,10,50,0.8997070707070707,0.2759234620238372,0.16506930693069308
61,True,,entropy,,auto,4,10,50,0.9422979797979799,0.25547907598774267,0.1491089108910891
62,True,balanced_subsample,entropy,,sqrt,4,10,50,0.8642515379357484,0.276667537010992,0.167009900990099
63,True,balanced,gini,50.0,auto,1,10,100,0.891735679779158,0.26836870219596975,0.1590891089108911
64,True,balanced,entropy,,sqrt,2,10,100,0.8797149758454106,0.266727300305225,0.1590891089108911
65,True,balanced_subsample,entropy,10.0,sqrt,4,10,200,0.8504632866162878,0.28314706265777223,0.17300990099009902
66,True,balanced,entropy,,sqrt,4,2,10,0.7587308202633279,0.2722863798656431,0.16895049504950496
67,True,,gini,10.0,auto,1,10,100,0.8732227307398933,0.2576164808366772,0.1530891089108911
68,True,balanced_subsample,gini,,auto,4,10,10,0.6328571428571429,0.29314719932538336,0.19085148514851485
69,True,,gini,,auto,1,10,100,0.8682227307398932,0.260485206705403,0.15506930693069307
70,True,balanced_subsample,gini,,sqrt,2,10,100,0.8756206227030026,0.2696569760862444,0.1610891089108911
71,True,,gini,10.0,sqrt,1,2,200,0.8911705288175877,0.2592439732001534,0.1531089108910891
72,True,balanced_subsample,entropy,10.0,auto,1,2,100,0.891079873597036,0.25878346759123383,0.1531089108910891
73,True,,gini,50.0,auto,4,10,10,0.8462831582613797,0.2615213169929509,0.15706930693069307
74,True,balanced,entropy,10.0,auto,1,10,100,0.8622405372405373,0.2703420256749197,0.16304950495049506
75,True,,gini,50.0,sqrt,2,2,10,0.8437921727395411,0.26911501797761295,0.161029702970297
76,True,,entropy,50.0,sqrt,1,2,200,0.9364473684210527,0.26357889317889316,0.1550891089108911
77,False,balanced_subsample,entropy,,auto,4,2,100,0.7582181259600616,0.3143591182372036,0.20293069306930694
78,True,balanced,gini,,auto,2,2,100,0.9236928104575164,0.263208453825403,0.1550891089108911
79,True,balanced,gini,50.0,sqrt,2,2,200,0.9359420289855074,0.26391824036853356,0.1551089108910891
80,False,balanced,gini,,sqrt,1,2,200,0.9025555555555556,0.2731886949987476,0.1630891089108911
81,False,balanced_subsample,entropy,,auto,4,10,50,0.7508852428624399,0.31747724851014725,0.2088712871287129
82,True,balanced,gini,10.0,auto,2,10,100,0.8812807017543859,0.28096003111932316,0.16904950495049506
83,True,balanced,entropy,50.0,auto,4,10,50,0.8450786448880822,0.28116273962976784,0.17099009900990098
84,True,,entropy,,auto,1,2,50,0.9598039215686274,0.26743068864454267,0.1570891089108911
85,True,balanced,entropy,10.0,auto,4,2,200,0.8414310285517717,0.27427081393183084,0.16702970297029704
86,True,,entropy,,auto,4,2,10,0.891563025210084,0.2760126579464022,0.16504950495049506
87,True,balanced_subsample,gini,10.0,sqrt,1,2,200,0.9112698412698412,0.2684812569822187,0.15906930693069307
88,True,,entropy,50.0,auto,1,10,100,0.9565231259968101,0.2588702451922318,0.1511089108910891
89,False,balanced_subsample,gini,,sqrt,1,2,10,0.8406162196679439,0.28946853216951457,0.176970297029703
90,False,,gini,,sqrt,4,2,200,0.9500088012673824,0.2739365008112428,0.16106930693069307
91,True,balanced,gini,10.0,auto,4,2,50,0.8531991341991342,0.2784060555840683,0.16904950495049506
92,False,,entropy,10.0,auto,1,2,10,0.7914774114774115,0.2901542254328632,0.181009900990099
93,True,,gini,10.0,auto,1,10,50,0.8652046783625732,0.2577031869642039,0.1530891089108911
94,True,balanced,entropy,10.0,auto,4,2,200,0.8414310285517717,0.27427081393183084,0.16702970297029704
95,True,balanced,entropy,10.0,sqrt,1,10,50,0.8773967611336031,0.27449410871152413,0.16504950495049506
96,True,balanced,gini,50.0,auto,1,2,50,0.9331642512077295,0.25795681430190587,0.1511089108910891
97,True,balanced_subsample,entropy,10.0,sqrt,1,10,10,0.7445708314673831,0.2892734702302436,0.1829108910891089
98,True,,entropy,50.0,sqrt,2,2,200,0.9418599033816426,0.2611826207535187,0.1530891089108911
99,False,balanced,gini,10.0,sqrt,1,10,100,0.7316738816738816,0.3131590613367931,0.2048712871287129
